DUMMY_001,37.5665,126.978
DUMMY_002,35.1796,129.0756
DUMMY_003,36.3504,127.3845
DUMMY_SINGLE_001,37.5665,126.978
PBT_004,37.5412163,127.1497531
PBT_015,37.6492881,127.0332065
PBT_022,37.4941564,126.9984451
PBT_023,37.5917567,127.0106559
PBT_037,37.5195125,126.8961529
PBT_042,37.5211849,126.9758922
PBT_054,37.5625935,126.8450161
PBT_056,37.6489515,127.0469019
PBT_070,37.4703793,126.9449477
PBT_089,37.493325,126.890189
PBT_094,37.5425931,126.9650265
PBT_095,37.531151,127.032687
PBT_097,37.5626558,127.0403012
PBT_108,35.1108127,128.9601086
PBT_115,35.5417783,129.3175974
PBT_121,35.2152526,129.0723953
PBT_128,35.1303143,129.0874926
PBT_131,35.2145597,129.0762486
PBT_144,35.5571688,129.2558499
PBT_147,35.1809394,129.0887376
PBT_161,35.1527029,129.0699132
PBT_171,35.1681473,129.1536327
PBT_174,35.3324365,129.0259184
PBT_177,35.1697764,128.9930106
PBT_179,35.2033303,129.0770477
PBT_181,35.0996367,128.9589551
PBT_191,35.5549426,129.291595
PBT_207,35.8575898,128.6093168
PBT_210,36.1385211,128.410874
PBT_225,35.8323879,128.7599863
PBT_226,35.8571043,128.5483635
PBT_231,37.3917218,126.9205356
PBT_235,35.8237472,128.5392044
PBT_240,36.1249019,128.3271109
PBT_243,35.8229847,128.5415269
PBT_261,36.5561362,128.7582876
PBT_264,35.8458489,128.6982909
PBT_265,35.8641929,129.1939757
PBT_282,35.243929,129.0948037
PBT_302,36.3616321,127.3691511
PBT_306,36.3282454,127.4110533
PBT_312,36.8930551,126.6216894
PBT_333,36.3534178,127.3722374
PBT_334,36.3251643,127.4261643
PBT_343,36.3667698,127.3759729
PBT_348,36.6108968,127.2864676
PBT_349,36.3639842,127.4432512
PBT_360,36.9565945,127.9291424
PBT_365,36.1821467,127.1086914
PBT_380,36.3132063,127.4098114
PBT_432,35.8634302,127.075089
PBT_435,34.8040978,126.3903681
PBT_464,35.1858409,126.9178016
PBT_465,35.837848,127.1449853
PBT_473,35.9753695,126.9522955
PBT_476,35.209402,126.8448023
PBT_501,35.1807675,128.555001
PBT_505,35.2511987,128.6443619
PBT_512,35.1585794,128.0977673
PBT_539,37.4711653,127.1005407
PBT_564,37.301267,127.9038119
PBT_569,37.4910122,126.7486885
PBT_596,37.4834297,127.0872948
PBT_600,37.2845147,127.0351386
PBT_605,37.9066452,127.0607942
PBT_607,37.2101121,127.0400627
PBT_613,37.2759327,127.048693
PBT_623,37.2863483,127.0196305
PBT_628,37.2519349,127.0339108
PBT_644,37.3035009,126.9680587
PBT_647,37.4138662,127.1381219
PBT_651,37.5600317,126.8432624
PBT_655,37.4828938,127.0327448
PBT_659,37.4622519,126.9067714
PBT_662,37.5683112,126.9129758
PBT_670,37.4871448,126.8359411
PBT_680,37.5368606,126.8728552
PBT_682,37.66044,127.0643572
PBT_683,37.6665733,127.0534723
PBT_709,37.4553432,126.7092909
PBT_711,37.5125923,126.7268433
PBT_739,37.4214034,126.6890857
PBT_743,37.3968969,127.1228326
PBT_755,37.5887218,127.0510158
PBT_756,37.6727806,126.7718685
PBT_761,37.683068,126.7619355
PBT_781,37.5486476,126.948334
PBT_797,37.4939009,126.7602428
PBT_817,33.4945413,126.4810088
PBT_829,37.4538118,129.1623725
PBT_842,36.9936135,127.103703
PBT_843,37.3433868,126.7521644
PBT_846,37.3110838,126.8394712
PBT_859,37.4950979,126.9138111
PBT_889,37.5579813,127.03277
PBT_891,37.3725021,126.929563
PBT_914,37.5029825,126.9309984
PBT_948,37.4820224,126.9213088
PBT_949,37.6192755,127.0857581
PBT_956,37.5737223,126.9621728
PBT_957,37.4920704,126.9074785
PBT_965,37.5011986,127.1362109
PBT_967,37.5471472,126.9158373
PBT_974,37.5653267,126.9972964
PBT_976,37.4905178,127.0582694
PBT_993,37.3977108,126.9534004
PBT_B01,37.5927811,126.9516658
PBT_B03,37.6439091,126.9256292
PBT_B06,37.5737647,127.0438537
PBT_B50,37.6368604,127.0338801
PBT_B56,37.5375101,126.8829841
PBT_B58,37.5651074,126.8068782
PBT_B66,37.624088,127.012514
PBT_B68,37.5570574,126.9667444
PBT_B73,37.4568104,126.6682801
PBT_B77,37.6514583,127.1169467
PBT_B93,37.3475445,126.8052791
PBT_C12,37.4496913,126.6581419
PBT_C13,37.2749342,127.1300463
PBT_C21,37.7522493,127.0773587
PBT_C33,37.4333318,127.1437349
